id,movie_title,duration,genres,title_year,imdb_score
2522,Shanghai Surprise ,97,Adventure,1986,3
2523,The Illusionist ,110,Drama,2006,7.6
2524,Roar ,102,Adventure,1981,6.4
2525,Veronica Guerin ,98,Biography,2003,6.9
2526,Escobar: Paradise Lost ,120,Crime,2014,6.6
2527,Southland Tales ,160,Comedy,2006,5.5
2528,Dragon Hunters ,80,Adventure,2008,6.6
2529,Damnation Alley ,91,Sci-Fi,1977,5.2
2530,The Apparition ,83,Horror,2012,4.1
2531,My Girl ,102,Comedy,1991,6.8
2532,Fur: An Imaginary Portrait of Diane Arbus ,122,Biography,2006,6.5
2533,The Illusionist ,110,Drama,2006,7.6
2534,Wall Street ,126,Crime,1987,7.4
2535,Sense and Sensibility ,136,Drama,1995,7.7
2536,Becoming Jane ,120,Biography,2007,7.1
2537,Sydney White ,108,Comedy,2007,6.3
2538,House of Sand and Fog ,126,Drama,2003,7.6
2539,Dead Poets Society ,128,Comedy,1989,8
2540,Dumb & Dumber ,113,Comedy,1994,7.3
2541,When Harry Met Sally... ,89,Comedy,1989,7.6
2542,The Verdict ,129,Drama,1982,7.8
2543,Road Trip ,94,Comedy,2000,6.5
2544,Varsity Blues ,106,Comedy,1999,6.4
2545,The Artist ,100,Comedy,2011,8
2546,The Unborn ,89,Drama,2009,4.8
2547,Moonrise Kingdom ,94,Adventure,2012,7.8
2548,The Texas Chainsaw Massacre: The Beginning ,83,Horror,2006,5.9
2549,The Young Messiah ,111,Drama,2016,5.4
2550,The Master of Disguise ,80,Comedy,2002,3.3
2551,Pan's Labyrinth ,112,Drama,2006,8.2
2552,The Messengers             ,60,Drama,,6.6
2553,See Spot Run ,94,Action,2001,5.4
2554,Baby Boy ,130,Crime,2001,6.4
2555,The Roommate ,91,Drama,2011,4.8
2556,Joe Dirt ,91,Adventure,2001,5.9
2557,Double Impact ,110,Action,1991,5.5
2558,Hot Fuzz ,121,Action,2007,7.9
2559,The Women ,114,Comedy,2008,4.9
2560,Vicky Cristina Barcelona ,96,Drama,2008,7.2
2561,Arn: The Knight Templar ,270,Action,2007,6.6
2562,Bad Moms ,100,Comedy,2016,6.7
2563,Boys and Girls ,94,Comedy,2000,5.3
2564,White Oleander ,109,Drama,2002,7.2
2565,Jennifer's Body ,107,Comedy,2009,5.1
2566,Drowning Mona ,96,Comedy,2000,5.6
2567,Radio Days ,88,Comedy,1987,7.6
2568,Left Behind ,110,Action,2014,3.1
2569,Remember Me ,113,Drama,2010,7.2
2570,How to Deal ,101,Comedy,2003,5.7
2571,My Stepmother Is an Alien ,105,Comedy,1988,5.2
2572,Philadelphia ,125,Drama,1993,7.7
2573,The Thirteenth Floor ,100,Mystery,1999,7
2574,The Cookout ,97,Comedy,2004,3.6
2575,Meteor ,108,Action,1979,4.9
2576,Duets ,112,Comedy,2000,6
2577,Hollywood Ending ,112,Comedy,2002,6.6
2578,Detroit Rock City ,95,Comedy,1999,6.8
2579,Highlander ,110,Action,1986,7.2
2580,Things We Lost in the Fire ,118,Drama,2007,7.2
2581,Steel ,97,Action,1997,2.8
2582,The Immigrant ,120,Drama,2013,6.6
2583,The White Countess ,135,Drama,2005,6.7
2584,Trance ,101,Crime,2013,7
2585,Soul Plane ,92,Comedy,2004,4.4
2586,Welcome to the Sticks ,106,Comedy,2008,7.1
2587,Good ,92,Drama,2008,6.2
2588,Enter the Void ,161,Drama,2009,7.3
2589,Vamps ,92,Comedy,2012,5.1
2590,Hachi: A Dog's Tale ,93,Drama,2009,8.1
2591,Zulu ,110,Crime,2013,6.7
2592,The Homesman ,122,Drama,2014,6.6
2593,Juwanna Mann ,91,Comedy,2002,4.5
2594,Lilyhammer             ,45,Comedy,,8.1
2595,Ararat ,115,Drama,2002,6.6
2596,Madison ,94,Drama,2001,6.5
2597,Slow Burn ,93,Drama,2005,5.9
2598,Wasabi ,94,Action,2001,6.6
2599,Slither ,95,Comedy,2006,6.5
2600,Beverly Hills Cop ,105,Action,1984,7.3
2601,Home Alone ,103,Comedy,1990,7.5
2602,3 Men and a Baby ,102,Comedy,1987,5.9
2603,Tootsie ,116,Comedy,1982,7.4
2604,Top Gun ,110,Action,1986,6.9
2605,"Crouching Tiger, Hidden Dragon ",120,Action,2000,7.9
2606,American Beauty ,122,Drama,1999,8.4
2607,The King's Speech ,118,Biography,2010,8
2608,Twins ,107,Comedy,1988,6
2609,Scream: The TV Series             ,45,Crime,,7.3
2610,The Yellow Handkerchief ,102,Drama,2008,6.8
2611,The Color Purple ,154,Drama,1985,7.8
2612,Tidal Wave ,103,Action,2009,5.7
2613,Ben-Hur ,141,Adventure,2016,6.1
2614,The Imitation Game ,114,Biography,2014,8.1
2615,Private Benjamin ,109,Comedy,1980,6.1
2616,Coal Miner's Daughter ,124,Biography,1980,7.5
2617,Diary of a Wimpy Kid ,94,Comedy,2010,6.2
2618,Mama ,100,Fantasy,2013,6.2
2619,Halloween ,101,Horror,1978,7.9
2620,National Lampoon's Vacation ,98,Adventure,1983,7.4
2621,Bad Grandpa ,102,Comedy,2013,6.6
2622,The Queen ,94,Biography,2006,7.3
2623,Beetlejuice ,92,Comedy,1988,7.5
2624,Why Did I Get Married? ,113,Comedy,2007,5.6
2625,Little Women ,115,Drama,1994,7.3
2626,The Woman in Black ,95,Drama,2012,6.4
2627,When a Stranger Calls ,87,Horror,2006,5
2628,Big Fat Liar ,88,Adventure,2002,5.4
2629,The Deer Hunter ,183,Drama,1978,8.2
2630,Wag the Dog ,97,Comedy,1997,7.1
2631,The Lizzie McGuire Movie ,94,Adventure,2003,5.3
2632,Snitch ,112,Action,2013,6.5
2633,Krampus ,98,Comedy,2015,6.2
2634,The Faculty ,104,Horror,1998,6.4
2635,What's Love Got to Do with It ,118,Biography,1993,7.2
2636,Cop Land ,120,Crime,1997,6.9
2637,Not Another Teen Movie ,99,Comedy,2001,5.7
2638,End of Watch ,109,Crime,2012,7.7
2639,Aloha ,105,Comedy,2015,5.4
2640,The Skulls ,106,Action,2000,5.6
2641,The Theory of Everything ,123,Biography,2014,7.7
2642,Malibu's Most Wanted ,86,Comedy,2003,5.1
2643,Where the Heart Is ,120,Comedy,2000,6.8
2644,Lawrence of Arabia ,227,Adventure,1962,8.4
2645,Halloween II ,119,Horror,2009,4.9
2646,Wild ,115,Adventure,2014,7.1
2647,The Last House on the Left ,114,Crime,2009,6.6
2648,The Wedding Date ,90,Comedy,2005,6.1
2649,Halloween: Resurrection ,94,Comedy,2002,4.1
2650,Clash of the Titans ,106,Action,2010,5.8
2651,The Princess Bride ,98,Adventure,1987,8.1
2652,The Great Debaters ,126,Biography,2007,7.6
2653,Drive ,100,Crime,2011,7.8
2654,Confessions of a Teenage Drama Queen ,89,Comedy,2004,4.6
2655,The Object of My Affection ,111,Comedy,1998,6
2656,28 Weeks Later ,100,Drama,2007,7
2657,When the Game Stands Tall ,115,Drama,2014,6.7
2658,Because of Winn-Dixie ,106,Comedy,2005,6.4
2659,Love & Basketball ,124,Drama,2000,7.2
2660,Grosse Pointe Blank ,107,Action,1997,7.4
2661,All About Steve ,99,Comedy,2009,4.8
2662,Book of Shadows: Blair Witch 2 ,90,Adventure,2000,4
2663,The Craft ,101,Drama,1996,6.2
2664,Match Point ,119,Drama,2005,7.7
2665,Ramona and Beezus ,103,Adventure,2010,6.7
2666,The Remains of the Day ,134,Drama,1993,7.9
2667,Boogie Nights ,155,Drama,1997,7.9
2668,Nowhere to Run ,94,Action,1993,5.5
2669,Flicka ,95,Adventure,2006,6.2
2670,The Hills Have Eyes II ,89,Horror,2007,5.1
2671,Urban Legends: Final Cut ,97,Horror,2000,4.1
2672,Tuck Everlasting ,90,Drama,2002,6.7
2673,The Marine ,92,Action,2006,4.7
2674,Keanu ,100,Action,2016,6.4
2675,Country Strong ,117,Drama,2010,6.3
2676,Disturbing Behavior ,84,Horror,1998,5.5
2677,The Place Beyond the Pines ,140,Crime,2012,7.3
2678,The November Man ,108,Action,2014,6.3
2679,Eye of the Beholder ,109,Drama,1999,4.9
2680,The Hurt Locker ,131,Drama,2008,7.6
2681,Firestarter ,114,Action,1984,6
2682,Killing Them Softly ,97,Crime,2012,6.2
2683,A Most Wanted Man ,122,Crime,2014,6.8
2684,Freddy Got Fingered ,87,Comedy,2001,4.5
2685,The Pirates Who Don't Do Anything: A VeggieTales Movie ,85,Adventure,2008,5.7
2686,U2 3D ,85,Documentary,2007,8.4
2687,Highlander: Endgame ,101,Action,2000,4.6
2688,Idlewild ,121,Crime,2006,6.2
2689,One Day ,107,Drama,2011,7
2690,Whip It ,111,Drama,2009,6.9
2691,Knockaround Guys ,92,Crime,2001,6.1
2692,Confidence ,97,Crime,2003,6.7
2693,The Muse ,97,Comedy,1999,5.6
2694,De-Lovely ,125,Biography,2004,6.6
2695,New York Stories ,124,Comedy,1989,6.4
2696,Barney's Great Adventure ,76,Adventure,1998,2.8
2697,The Man with the Iron Fists ,107,Action,2012,5.4
2698,Home Fries ,91,Comedy,1998,5
2699,Here on Earth ,96,Drama,2000,5.1
2700,Brazil ,142,Drama,1985,8
2701,Raise Your Voice ,103,Family,2004,5.9
2702,The Dead Zone             ,60,Drama,,7.5
2703,The Big Lebowski ,117,Comedy,1998,8.2
2704,Black Snake Moan ,116,Drama,2006,7
2705,Dark Blue ,118,Crime,2002,6.6
2706,A Mighty Heart ,108,Biography,2007,6.7
2707,Whatever It Takes ,94,Comedy,2000,5.5
2708,Boat Trip ,97,Comedy,2002,4.9
2709,The Importance of Being Earnest ,97,Comedy,2002,6.9
2710,The Love Letter ,99,Fantasy,1998,7.4
2711,Hoot ,91,Adventure,2006,5.6
2712,In Bruges ,107,Comedy,2008,8
2713,Peeples ,95,Comedy,2013,5.3
2714,The Rocker ,102,Comedy,2008,6.2
2715,Post Grad ,88,Comedy,2009,5.3
2716,Promised Land ,106,Drama,2012,6.6
2717,Whatever Works ,92,Comedy,2009,7.2
2718,The In Crowd ,105,Drama,2000,4.6
2719,Three Burials ,107,Adventure,2005,7.5
2720,Jakob the Liar ,120,Drama,1999,6.5
2721,Kiss Kiss Bang Bang ,103,Comedy,2005,7.6
2722,Idle Hands ,92,Comedy,1999,6.2
2723,Mulholland Drive ,147,Drama,2001,8
2724,Blood and Chocolate ,98,Drama,2007,5.5
2725,You Will Meet a Tall Dark Stranger ,98,Comedy,2010,6.3
2726,Never Let Me Go ,103,Drama,2010,7.2
2727,The Company             ,286,Drama,,7.9
2728,Transsiberian ,111,Crime,2008,6.7
2729,The Clan of the Cave Bear ,98,Adventure,1986,5.3
2730,Crazy in Alabama ,111,Comedy,1999,6.3
2731,Funny Games ,111,Crime,2007,6.5
2732,Listening ,100,Drama,2014,5.6
2733,Felicia's Journey ,116,Drama,1999,7
2734,Metropolis ,145,Drama,1927,8.3
2735,District B13 ,84,Action,2004,7.2
2736,Things to Do in Denver When You're Dead ,115,Crime,1995,6.8
2737,The Assassin ,105,Action,2015,6.4
2738,Buffalo Soldiers ,98,Comedy,2001,6.9
2739,The Return ,99,Drama,2003,8
2740,Ong-bak 2 ,110,Action,2008,6.2
2741,Centurion ,97,Action,2010,6.4
2742,Silent Trigger ,88,Action,1996,5.6
2743,The Midnight Meat Train ,103,Fantasy,2008,6.1
2744,Winnie Mandela ,104,Biography,2011,6
2745,The Son of No One ,90,Crime,2011,5.1
2746,All the Queen's Men ,105,Action,2001,4.5
2747,The Good Night ,93,Comedy,2007,5.9
2748,Bathory: Countess of Blood ,141,Biography,2008,6
2749,Khumba ,85,Adventure,2013,5.8
2750,Automata ,109,Action,2014,6.1
2751,Dungeons & Dragons: Wrath of the Dragon God ,105,Action,2005,4.9
2752,Chiamatemi Francesco - Il Papa della gente ,98,Biography,2015,5.7
2753,Shinjuku Incident ,119,Action,2009,7.1
2754,Pandaemonium ,124,Biography,2000,6.6
2755,Groundhog Day ,101,Comedy,1993,8.1
2756,Magic Mike XXL ,115,Comedy,2015,5.7
2757,Romeo + Juliet ,120,Drama,1996,6.8
2758,Sarah's Key ,111,Drama,2010,7.5
2759,Freedom ,94,Drama,2014,6.2
2760,Unforgiven ,131,Drama,1992,8.3
2761,Manderlay ,139,Drama,2005,7.4
2762,Slumdog Millionaire ,120,Drama,2008,8
2763,Fatal Attraction ,119,Drama,1987,6.9
2764,Pretty Woman ,125,Comedy,1990,6.9
2765,Towering Inferno             ,65,Comedy,,9.5
2766,Crocodile Dundee II ,108,Action,1988,5.5
2767,Broken Horses ,101,Action,2015,5.7
2768,Born on the Fourth of July ,145,Biography,1989,7.2
2769,Cool Runnings ,98,Adventure,1993,6.9
2770,My Bloody Valentine ,101,Horror,2009,5.5
2771,The Possession ,92,Horror,2012,5.9
2772,First Blood ,93,Action,1982,7.7
2773,Stomp the Yard ,109,Drama,2007,5.2
2774,The Spy Who Loved Me ,123,Action,1977,7.1
2775,Ghost Hunters             ,60,Documentary,,6.6
2776,Urban Legend ,99,Horror,1998,5.5
2777,Dangerous Liaisons ,119,Drama,1988,7.7
2778,Good Deeds ,110,Comedy,2012,5.4
2779,White Fang ,107,Adventure,1991,6.7
2780,Superstar ,81,Comedy,1999,5
2781,The Iron Lady ,105,Biography,2011,6.4
2782,Jonah: A VeggieTales Movie ,82,Adventure,2002,6.6
2783,Poetic Justice ,109,Drama,1993,5.9
2784,All About the Benjamins ,95,Action,2002,5.7
2785,Vampire in Brooklyn ,100,Comedy,1995,4.5
2786,Exorcist II: The Heretic ,118,Horror,1977,3.7
2787,An American Haunting ,91,Horror,2005,5
2788,My Boss's Daughter ,90,Comedy,2003,4.6
2789,A Perfect Getaway ,108,Adventure,2009,6.5
2790,Our Family Wedding ,103,Comedy,2010,4.9
2791,Dead Man on Campus ,96,Comedy,1998,6
2792,Tea with Mussolini ,117,Comedy,1999,6.9
2793,Thinner ,93,Fantasy,1996,5.7
2794,"New York, New York ",136,Drama,1977,6.7
2795,Crooklyn ,115,Comedy,1994,6.9
2796,I Think I Love My Wife ,94,Comedy,2007,5.5
2797,Jason X ,85,Action,2001,4.4
2798,Big Fat Liar ,88,Adventure,2002,5.4
2799,Bobby ,112,Drama,2006,7
2800,Head Over Heels ,86,Comedy,2001,5.4
2801,Fun Size ,86,Adventure,2012,5.4
2802,The Diving Bell and the Butterfly ,112,Biography,2007,8
2803,Little Children ,137,Drama,2006,7.6
2804,Gossip ,90,Drama,2000,5.9
2805,A Walk on the Moon ,107,Drama,1999,6.6
2806,Catch a Fire ,98,Biography,2006,6.7
2807,Soul Survivors ,84,Drama,2001,3.9
2808,Jefferson in Paris ,139,Biography,1995,5.7
2809,Easy Virtue ,97,Comedy,2008,6.7
2810,Caravans ,127,Action,1978,6.5
2811,Mr. Turner ,150,Biography,2014,6.8
2812,Wild Grass ,104,Drama,2009,6.3
2813,Amen. ,132,Biography,2002,7.3
2814,Reign of Assassins ,117,Action,2010,6.9
2815,The Lucky Ones ,115,Comedy,2008,7
2816,Margaret ,186,Drama,2011,6.5
2817,Stan Helsing ,90,Comedy,2009,3.6
2818,Flipped ,90,Comedy,2010,7.7
2819,Brokeback Mountain ,134,Drama,2005,7.7
2820,Teenage Mutant Ninja Turtles ,101,Action,2014,5.9
2821,Clueless ,97,Comedy,1995,6.8
2822,Far from Heaven ,107,Drama,2002,7.4
2823,Hot Tub Time Machine 2 ,99,Comedy,2015,5.1
2824,Dekalog             ,55,Drama,,9.1
2825,Quills ,124,Biography,2000,7.4
2826,Seven Psychopaths ,110,Comedy,2012,7.2
2827,The Caveman's Valentine ,105,Crime,2001,6
2828,The Border             ,41,Action,,7.4
2829,Downfall ,178,Biography,2004,8.3
2830,The Sea Inside ,125,Biography,2004,8.1
2831,Under the Skin ,108,Drama,2013,6.3
2832,"Good Morning, Vietnam ",121,Biography,1987,7.3
2833,The Last Godfather ,100,Comedy,2010,3.6
2834,Justin Bieber: Never Say Never ,115,Documentary,2011,1.6
2835,Black Swan ,108,Drama,2010,8
2836,RoboCop ,117,Action,2014,6.2
2837,The Godfather: Part II ,220,Crime,1974,9
2838,Save the Last Dance ,112,Drama,2001,6.1
2839,A Nightmare on Elm Street 4: The Dream Master ,99,Fantasy,1988,5.7
2840,Miracles from Heaven ,109,Drama,2016,6.8
2841,"Dude, Where's My Car? ",83,Comedy,2000,5.5
2842,Young Guns ,107,Action,1988,6.8
2843,St. Vincent ,102,Comedy,2014,7.3
2844,About Last Night ,100,Comedy,2014,6.1
2845,10 Things I Hate About You ,97,Comedy,1999,7.2
2846,The New Guy ,92,Comedy,2002,5.9
2847,Loaded Weapon 1 ,84,Action,1993,6.1
2848,The Shallows ,86,Drama,2016,6.8
2849,The Butterfly Effect ,120,Sci-Fi,2004,7.7
2850,Snow Day ,89,Adventure,2000,4.9
2851,This Christmas ,117,Comedy,2007,6.1
2852,Baby Geniuses ,97,Comedy,1999,2.5
2853,The Big Hit ,91,Action,1998,6.1
2854,Harriet the Spy ,100,Comedy,1996,5.9
2855,Child's Play 2 ,72,Fantasy,1990,5.7
2856,No Good Deed ,84,Crime,2014,5.6
2857,The Mist ,126,Horror,2007,7.2
2858,Ex Machina ,108,Drama,2015,7.7
2859,Being John Malkovich ,112,Comedy,1999,7.8
2860,Two Can Play That Game ,90,Comedy,2001,6.1
2861,Earth to Echo ,91,Adventure,2014,5.8
2862,Crazy/Beautiful ,135,Drama,2001,6.5
2863,Letters from Iwo Jima ,141,Drama,2006,7.9
2864,The Astronaut Farmer ,104,Adventure,2006,6.3
2865,Woo ,84,Comedy,1998,3.8
2866,Room ,118,Drama,2015,8.3
2867,Dirty Work ,82,Comedy,1998,6.4
2868,Serial Mom ,95,Comedy,1994,6.7
2869,Dick ,94,Comedy,1999,6.1
2870,Del 1 - Män som hatar kvinnor             ,88,Action,,8.1
2871,Light It Up ,99,Drama,1999,6
2872,54 ,121,Drama,1998,5.8
2873,Bubble Boy ,84,Adventure,2001,5.6
2874,Birthday Girl ,93,Comedy,2001,6.1
2875,21 & Over ,93,Comedy,2013,5.9
2876,"Paris, je t'aime ",120,Comedy,2006,7.3
2877,Resurrecting the Champ ,112,Drama,2007,6.8
2878,Admission ,107,Comedy,2013,5.7
2879,The Widow of Saint-Pierre ,112,Drama,2000,7.3
2880,Chloe ,96,Drama,2009,6.3
2881,Faithful ,91,Comedy,1996,5.9
2882,Brothers ,105,Drama,2009,7.1
2883,Find Me Guilty ,125,Biography,2006,7.1
2884,The Perks of Being a Wallflower ,102,Drama,2012,8
2885,Excessive Force ,87,Action,1993,5.1
2886,Infamous ,118,Biography,2006,7.1
2887,The Claim ,115,Drama,2000,6.5
2888,The Vatican Tapes ,91,Horror,2015,4.5
2889,Attack the Block ,88,Action,2011,6.6
2890,In the Land of Blood and Honey ,127,Drama,2011,4.3
2891,The Call ,94,Crime,2013,6.7
2892,Operation Chromite ,115,Action,2016,6.8
2893,The Crocodile Hunter: Collision Course ,90,Action,2002,5.4
2894,I Love You Phillip Morris ,102,Biography,2009,6.6
2895,Quest for Fire ,100,Adventure,1981,7.4
2896,Antwone Fisher ,117,Biography,2002,7.3
2897,The Emperor's Club ,109,Drama,2002,6.9
2898,True Romance ,121,Action,1993,8
2899,Womb ,111,Drama,2010,6.4
2900,Glengarry Glen Ross ,100,Crime,1992,7.8
2901,The Killer Inside Me ,109,Crime,2010,6.1
2902,Cat People ,93,Fantasy,1982,6.1
2903,Sorority Row ,101,Horror,2009,5.1
2904,The Prisoner of Zenda ,101,Adventure,1937,7.8
2905,Lars and the Real Girl ,106,Comedy,2007,7.4
2906,The Boy in the Striped Pajamas ,94,Drama,2008,7.8
2907,Dancer in the Dark ,140,Crime,2000,8
2908,Oscar and Lucinda ,132,Drama,1997,6.7
2909,The Funeral ,99,Crime,1996,6.6
2910,Solitary Man ,90,Comedy,2009,6.4
2911,Machete ,105,Action,2010,6.7
2912,Casino Jack ,108,Biography,2010,6.2
2913,The Land Before Time ,69,Adventure,1988,7.3
2914,Tae Guk Gi: The Brotherhood of War ,148,Action,2004,8.1
2915,The Perfect Game ,118,Comedy,2009,7
2916,The Exorcist ,132,Horror,1973,8
2917,Jaws ,130,Adventure,1975,8
2918,American Pie ,95,Comedy,1999,7
2919,Ernest & Celestine ,80,Animation,2012,7.9
2920,The Golden Child ,94,Action,1986,5.9
2921,Think Like a Man ,122,Comedy,2012,6.6
2922,Barbershop ,102,Comedy,2002,6.3
2923,Star Trek II: The Wrath of Khan ,116,Action,1982,7.7
2924,Ace Ventura: Pet Detective ,78,Comedy,1994,6.9
2925,WarGames ,114,Sci-Fi,1983,7.1
2926,Witness ,112,Crime,1985,7.4
2927,Act of Valor ,110,Action,2012,6.5
2928,Step Up ,104,Crime,2006,6.5
2929,Beavis and Butt-Head Do America ,81,Adventure,1996,6.8
2930,Jackie Brown ,154,Crime,1997,7.5
2931,Harold & Kumar Escape from Guantanamo Bay ,102,Adventure,2008,6.6
2932,Chronicle ,89,Drama,2012,7.1
2933,Yentl ,132,Drama,1983,6.6
2934,Time Bandits ,103,Adventure,1981,7
2935,Crossroads ,93,Comedy,2002,3.3
2936,Project X ,93,Comedy,2012,6.7
2937,Patton ,172,Biography,1970,8
2938,One Hour Photo ,96,Drama,2002,6.8
2939,Quarantine ,89,Horror,2008,6
2940,The Eye ,92,Horror,2008,5.4
2941,Johnson Family Vacation ,97,Comedy,2004,4.3
2942,How High ,93,Comedy,2001,6.2
2943,The Muppet Christmas Carol ,89,Comedy,1992,7.7
2944,Casino Royale ,144,Action,2006,8
2945,Frida ,123,Biography,2002,7.4
2946,Katy Perry: Part of Me ,93,Documentary,2012,5.9
2947,The Fault in Our Stars ,133,Drama,2014,7.8
2948,Rounders ,121,Crime,1998,7.4
2949,Top Five ,102,Comedy,2014,6.5
2950,Prophecy ,102,Horror,1979,5.4
2951,Stir of Echoes ,99,Horror,1999,7
2952,Spartacus: War of the Damned             ,55,Action,,8.6
2953,Philomena ,98,Biography,2013,7.6
2954,The Upside of Anger ,118,Comedy,2005,6.9
2955,The Boys from Brazil ,125,Drama,1978,7
2956,Aquamarine ,104,Comedy,2006,5.3
2957,Paper Towns ,109,Drama,2015,6.4
2958,My Baby's Daddy ,86,Comedy,2004,4.5
2959,Nebraska ,115,Adventure,2013,7.8
2960,Tales from the Crypt: Demon Knight ,92,Action,1995,6.7
2961,Max Keeble's Big Move ,91,Comedy,2001,5.3
2962,Young Adult ,94,Comedy,2011,6.3
2963,Crank ,93,Action,2006,7
2964,How to Be a Player ,93,Comedy,1997,5.3
2965,Living Out Loud ,100,Comedy,1998,6.6
2966,Just Wright ,100,Comedy,2010,5.8
2967,Rachel Getting Married ,113,Drama,2008,6.7
2968,The Postman Always Rings Twice ,122,Crime,1981,6.6
2969,Girl with a Pearl Earring ,100,Biography,2003,7
2970,Das Boot ,293,Adventure,1981,8.4
2971,The Alamo ,137,Drama,2004,6
2972,Sorority Boys ,93,Comedy,2002,5.4
2973,About Time ,123,Drama,2013,7.8
2974,House of Flying Daggers ,119,Action,2004,7.6
2975,Arbitrage ,107,Drama,2012,6.6
2976,Project Almanac ,106,Sci-Fi,2015,6.4
2977,Cadillac Records ,109,Biography,2008,7
2978,Screwed ,81,Comedy,2000,5.7
2979,Fortress ,95,Action,1992,5.9
2980,For Your Consideration ,86,Comedy,2006,6.3
2981,Celebrity ,113,Comedy,1998,6.3
2982,Running with Scissors ,122,Comedy,2006,6.2
2983,From Justin to Kelly ,90,Comedy,2003,2.1
2984,Girl 6 ,108,Comedy,1996,5
2985,In the Cut ,113,Mystery,2003,5.3
2986,Two Lovers ,110,Drama,2008,7.1
2987,Last Orders ,109,Drama,2001,7
2988,The Host ,110,Comedy,2006,7
2989,The Pursuit of D.B. Cooper ,100,Adventure,1981,5.7
2990,Ravenous ,101,Fantasy,1999,7.1
2991,Charlie Bartlett ,97,Comedy,2007,7
2992,The Great Beauty ,172,Drama,2013,7.7
2993,The Dangerous Lives of Altar Boys ,104,Comedy,2002,7.1
2994,Stoker ,99,Drama,2013,6.8
2995,2046 ,129,Drama,2004,7.5
2996,Married Life ,91,Crime,2007,6.3
2997,Duma ,100,Adventure,2005,7.3
2998,Ondine ,111,Drama,2009,6.8
2999,Brother ,114,Crime,2000,7.2
3000,Welcome to Collinwood ,86,Comedy,2002,6.4
3001,Critical Care ,107,Comedy,1997,6
3002,The Life Before Her Eyes ,90,Drama,2007,6.4
3003,Darling Companion ,103,Comedy,2012,5.1
3004,Trade ,120,Crime,2007,7.5
3005,Fateless ,134,Drama,2005,7.1
3006,Breakfast of Champions ,110,Comedy,1999,4.6
3007,"A Woman, a Gun and a Noodle Shop ",95,Comedy,2009,5.7
3008,Cypher ,95,Mystery,2002,6.8
3009,City of Life and Death ,132,Drama,2009,7.7
3010,Home ,94,Adventure,2015,6.7
3011,Legend of Kung Fu Rabbit ,89,Action,2011,3.2
3012,Space Battleship Yamato ,138,Action,2010,6.1
3013,5 Days of War ,113,Action,2011,5.6
3014,Triangle ,99,Fantasy,2009,6.9
3015,10 Days in a Madhouse ,111,Drama,2015,7.5
3016,Heaven Is for Real ,99,Biography,2014,5.8
3017,Snatch ,104,Comedy,2000,8.3
3018,Dancin' It's On ,89,Family,2015,2.8
3019,Pet Sematary ,103,Fantasy,1989,6.6
3020,Madadayo ,134,Drama,1993,7.5
3021,The Cry of the Owl ,100,Drama,2009,6
3022,A Tale of Three Cities ,130,Drama,2015,6.2
3023,Gremlins ,106,Comedy,1984,7.2
3024,Star Wars: Episode IV - A New Hope ,125,Action,1977,8.7
3025,Dirty Grandpa ,109,Comedy,2016,6
3026,Doctor Zhivago ,200,Drama,1965,8
3027,Trash ,114,Adventure,2014,7.2
3028,High School Musical 3: Senior Year ,112,Comedy,2008,4.5
3029,The Fighter ,116,Biography,2010,7.9
3030,Jackass Number Two ,92,Action,2006,7.1
3031,My Cousin Vinny ,120,Comedy,1992,7.5
3032,If I Stay ,107,Drama,2014,6.8
3033,Drive Hard ,92,Action,2014,4.3
3034,Major League ,107,Comedy,1989,7.2
3035,St. Trinian's ,100,Comedy,2007,5.8
3036,Phone Booth ,81,Crime,2002,7.1
3037,A Walk to Remember ,101,Drama,2002,7.4
3038,Dead Man Walking ,122,Crime,1995,7.6
3039,Cruel Intentions ,97,Drama,1999,6.9
3040,Saw VI ,92,Horror,2009,6
3041,History of the World: Part I ,92,Comedy,1981,6.9
3042,The Secret Life of Bees ,110,Drama,2008,7.3
3043,Corky Romano ,86,Comedy,2001,4.6
3044,Raising Cain ,91,Crime,1992,6
3045,F.I.S.T. ,145,Drama,1978,6.4
3046,Invaders from Mars ,100,Horror,1986,5.5
3047,Brooklyn ,111,Drama,2015,7.5
3048,Barry Lyndon ,184,Adventure,1975,8.1
3049,Out Cold ,89,Comedy,2001,6.3
3050,The Ladies Man ,84,Comedy,2000,5.1
3051,Quartet ,98,Comedy,2012,6.8
3052,Tomcats ,95,Comedy,2001,5.3
3053,Frailty ,100,Crime,2001,7.3
3054,Woman in Gold ,109,Biography,2015,7.3
3055,Kinsey ,118,Biography,2004,7.1
3056,Army of Darkness ,88,Comedy,1992,7.6
3057,Slackers ,86,Comedy,2002,5.3
3058,What's Eating Gilbert Grape ,118,Drama,1993,7.8
3059,The Visual Bible: The Gospel of John ,125,Biography,2003,7.7
3060,Vera Drake ,125,Crime,2004,7.7
3061,The Guru ,94,Comedy,2002,5.4
3062,The Perez Family ,113,Comedy,1995,6.2
3063,Inside Llewyn Davis ,104,Drama,2013,7.4
3064,O ,95,Drama,2001,6.2
3065,Return to the Blue Lagoon ,102,Adventure,1991,5.1
3066,The Molly Maguires ,124,Drama,1970,6.9
3067,Romance & Cigarettes ,105,Comedy,2005,6.3
3068,Copying Beethoven ,104,Biography,2006,6.8
3069,Poltergeist ,120,Fantasy,1982,7.4
3070,Brighton Rock ,111,Crime,2010,5.7
3071,Saw V ,95,Horror,2008,5.8
